country,year,disease_name,disease_category,prevalence_rate,incidence_rate,mortality_rate,age_group,gender,population_affected,healthcare_access,doctors_per_1000,hospital_beds_per_1000,treatment_type,average_treatment_cost_usd,availability_of_vaccines_treatment,recovery_rate,improvement_in_5_years,per_capita_income_usd,education_index,urbanization_rate
Canada,2020,Parkinson's Disease,Genetic,12.2,14.02,4.77,36-60,Other,410239,99.35,2.31,1.32,Surgery,5751,Yes,50.64,7.71,51367,0.65,76.9
Argentina,2018,Alzheimer's Disease,Bacterial,13.58,3.45,5.73,0-18,Other,510916,65.03,3.15,3.82,Vaccination,49417,No,98.63,8.05,87495,0.85,42.4
Mexico,2007,Cancer,Cardiovascular,17.38,9.59,9.22,36-60,Other,914130,77.82,2.49,2.47,Surgery,46979,No,72.18,5.23,64492,0.77,54.19
Italy,2001,Ebola,Viral,14.56,5.08,6.24,0-18,Other,816020,95.39,1.45,3.39,Surgery,22038,Yes,76.72,1.77,57200,0.76,49.52
India,2024,Leprosy,Parasitic,8.51,1.9,0.41,0-18,Other,99897,73.46,2.9,1.05,Medication,1553,No,96.2,2.51,7261,0.45,55.33
Saudi Arabia,2015,Leprosy,Metabolic,19.56,7.55,6.3,36-60,Female,160152,63.63,2.8,2.04,Vaccination,40520,No,60.57,5.36,58291,0.78,35.98
Japan,2019,Cholera,Parasitic,2.46,0.87,3.99,36-60,Other,263480,87.4,2.55,1.12,Vaccination,47516,Yes,85.12,6.11,13882,0.6,76.15
Argentina,2000,Measles,Viral,7.05,8.71,7.52,19-35,Male,24700,67.16,2.22,8.9,Therapy,38927,No,54.43,6.97,69492,0.9,22.11
South Korea,2015,Hepatitis,Metabolic,10.23,2.62,7.91,36-60,Male,52764,96.37,1.95,3.38,Vaccination,24465,No,96.79,5.42,75956,0.9,54.07
Mexico,2011,Hepatitis,Parasitic,19.7,1.34,7.23,19-35,Female,64354,50.26,1.85,8.55,Vaccination,32401,No,96.16,3.84,65703,0.67,36.13
Germany,2009,COVID-19,Genetic,14.57,7.37,8.83,0-18,Female,831037,57.89,2.68,5.01,Therapy,35291,Yes,56.53,8.0,9787,0.9,46.59
South Africa,2022,Cancer,Respiratory,3.48,0.21,4.13,0-18,Male,778998,51.25,4.43,6.06,Surgery,784,Yes,95.1,6.82,4764,0.42,25.43
Brazil,2013,Leprosy,Respiratory,19.44,3.66,4.86,19-35,Female,118719,99.46,4.9,7.53,Therapy,4408,No,89.21,1.59,13848,0.47,89.46
Russia,2004,Hypertension,Metabolic,2.13,12.99,8.87,36-60,Female,50166,54.13,4.7,4.71,Medication,18710,No,56.44,8.68,62262,0.6,64.04
Italy,2020,Hypertension,Cardiovascular,11.55,9.19,4.05,0-18,Other,188533,84.56,1.67,3.07,Medication,37316,No,67.55,9.85,21644,0.49,39.93
Saudi Arabia,2006,HIV/AIDS,Autoimmune,12.69,8.16,4.27,36-60,Other,410552,54.03,0.63,6.05,Medication,20964,No,50.03,0.19,67057,0.83,37.94
South Korea,2004,Hypertension,Parasitic,18.33,12.93,0.22,61+,Male,923849,81.93,2.48,2.93,Vaccination,47258,Yes,54.17,8.84,45510,0.75,26.11
Turkey,2010,Polio,Metabolic,17.38,7.87,9.25,61+,Other,573725,89.66,1.92,2.18,Medication,14933,No,81.94,1.56,35375,0.85,76.0
Argentina,2000,Cholera,Metabolic,9.81,13.86,5.67,19-35,Female,166615,72.26,0.79,4.87,Medication,33922,Yes,93.02,0.14,68601,0.6,56.64
USA,2022,Alzheimer's Disease,Neurological,5.03,8.16,5.45,61+,Male,223613,58.38,2.33,0.73,Therapy,25591,Yes,68.44,7.19,9624,0.75,63.31
South Korea,2010,Tuberculosis,Respiratory,12.5,10.9,9.16,0-18,Other,435280,97.69,2.0,8.9,Medication,43178,No,91.36,8.16,85952,0.88,57.26
Mexico,2007,Tuberculosis,Neurological,18.16,9.06,6.23,36-60,Other,950036,69.89,1.11,5.74,Vaccination,6005,Yes,53.67,5.14,67482,0.46,33.26
South Korea,2008,Rabies,Viral,11.11,9.22,3.21,61+,Female,160475,93.91,3.35,2.83,Surgery,46725,Yes,60.42,4.19,7779,0.87,66.5
Nigeria,2023,Polio,Viral,12.2,6.54,7.14,36-60,Other,25185,87.28,4.79,3.62,Therapy,10109,No,57.33,9.31,84076,0.66,43.17
France,2004,Dengue,Viral,8.81,8.07,3.98,0-18,Female,329982,95.57,0.58,4.06,Vaccination,39420,Yes,68.94,6.81,17813,0.84,52.72
China,2020,Measles,Bacterial,11.09,3.4,3.07,0-18,Female,494705,83.72,2.8,8.93,Medication,24389,Yes,97.78,2.11,43326,0.59,75.54
Canada,2005,Diabetes,Chronic,16.22,6.79,7.46,0-18,Male,803801,59.07,2.01,7.76,Surgery,41481,Yes,82.21,3.77,60224,0.45,89.45
Russia,2005,Measles,Cardiovascular,7.2,10.12,7.17,36-60,Female,898532,88.82,4.78,6.09,Surgery,5272,Yes,87.88,1.55,72764,0.73,20.39
Nigeria,2005,Hypertension,Autoimmune,11.04,8.47,0.47,19-35,Male,215666,70.85,3.02,7.33,Therapy,40224,Yes,89.23,5.08,20842,0.8,88.03
Germany,2017,Tuberculosis,Neurological,5.95,0.65,5.32,0-18,Female,413398,83.59,3.74,2.27,Medication,34371,Yes,55.49,1.34,12745,0.86,77.98
Australia,2010,Asthma,Bacterial,3.67,14.58,5.08,36-60,Other,840992,64.8,1.35,3.04,Therapy,40557,Yes,53.48,3.43,93660,0.7,26.6
Turkey,2010,COVID-19,Neurological,7.82,2.86,5.89,0-18,Male,584259,54.56,3.36,4.11,Vaccination,4799,Yes,91.88,4.64,98224,0.9,26.89
China,2019,Ebola,Metabolic,12.32,14.3,8.42,19-35,Male,456991,82.92,1.67,5.26,Surgery,40591,Yes,62.3,0.84,54500,0.83,86.21
Japan,2008,Leprosy,Respiratory,9.66,5.68,7.94,36-60,Female,798019,54.93,2.84,0.86,Medication,41682,No,61.58,7.04,63938,0.7,50.51
Russia,2016,Asthma,Genetic,1.84,12.89,2.39,19-35,Male,877609,82.48,1.85,6.95,Therapy,47936,Yes,69.16,8.94,47498,0.89,69.2
Mexico,2010,Dengue,Viral,7.08,6.67,7.03,19-35,Other,829351,91.31,1.48,6.26,Vaccination,35736,No,70.29,7.61,98056,0.6,72.85
Germany,2022,Ebola,Respiratory,4.73,14.47,4.2,61+,Female,382747,95.29,3.64,5.81,Surgery,32067,Yes,70.53,3.91,31873,0.54,70.93
Nigeria,2021,Asthma,Bacterial,19.9,12.05,5.67,19-35,Other,156361,92.0,3.49,8.81,Therapy,30318,Yes,79.9,0.97,76024,0.55,88.61
UK,2005,HIV/AIDS,Metabolic,1.62,11.42,0.14,0-18,Female,192077,99.49,0.81,4.19,Medication,11061,No,69.26,3.81,45898,0.76,60.23
China,2008,Hypertension,Viral,9.54,13.77,9.18,61+,Other,894103,80.71,2.27,7.71,Medication,19525,No,51.16,0.48,78427,0.85,70.11
Japan,2016,Malaria,Respiratory,10.62,5.58,5.28,0-18,Other,55419,89.68,4.38,9.9,Vaccination,21238,No,88.8,8.02,69779,0.65,80.89
India,2004,Leprosy,Cardiovascular,16.32,6.57,8.63,36-60,Other,379944,55.67,2.17,5.39,Vaccination,44150,Yes,76.45,3.58,19514,0.74,22.11
Russia,2016,Cholera,Autoimmune,9.35,0.77,0.42,61+,Other,308741,92.8,1.12,9.18,Medication,8791,Yes,91.04,6.19,16280,0.87,46.61
UK,2024,Parkinson's Disease,Respiratory,3.77,2.36,7.65,0-18,Other,160088,80.51,1.99,8.77,Therapy,586,Yes,83.7,1.2,72625,0.88,57.79
UK,2015,Dengue,Infectious,19.43,14.4,9.32,36-60,Other,344764,79.5,3.75,9.0,Surgery,49369,No,89.72,8.71,16715,0.8,77.75
France,2014,Zika,Infectious,5.51,12.95,6.88,0-18,Female,898375,61.68,1.95,0.73,Vaccination,10151,Yes,88.48,3.45,72985,0.56,53.35
Saudi Arabia,2023,HIV/AIDS,Respiratory,18.21,4.06,8.2,61+,Male,383524,78.65,1.62,0.78,Vaccination,23143,No,79.39,4.26,58325,0.64,27.56
USA,2024,Cholera,Autoimmune,8.34,0.78,3.4,0-18,Other,215605,74.75,4.39,4.93,Medication,1498,No,97.1,1.65,36342,0.74,75.98
USA,2000,Parkinson's Disease,Parasitic,15.92,7.77,3.88,19-35,Female,239361,51.6,1.37,6.64,Therapy,6109,No,74.93,0.36,31284,0.51,61.39
Nigeria,2007,Zika,Infectious,17.88,1.39,1.66,19-35,Other,821711,64.2,1.79,2.64,Vaccination,24628,No,61.61,7.47,95692,0.7,44.18
Italy,2011,Hepatitis,Autoimmune,7.31,11.63,2.5,36-60,Female,818526,83.28,4.25,0.87,Therapy,22467,No,85.14,7.51,7977,0.41,28.71
South Korea,2023,Dengue,Neurological,10.12,2.06,6.0,0-18,Male,801967,84.29,2.85,4.75,Therapy,25312,Yes,75.6,5.25,95963,0.53,85.36
Mexico,2000,Hypertension,Infectious,3.97,12.48,3.28,61+,Other,750524,57.3,3.72,2.27,Vaccination,46002,No,95.32,5.23,6023,0.86,82.68
Russia,2016,Rabies,Autoimmune,0.22,5.01,2.14,19-35,Female,229796,91.86,1.39,7.68,Vaccination,37313,No,88.81,5.9,87782,0.57,36.84
Nigeria,2011,Measles,Parasitic,3.43,10.19,6.92,0-18,Other,692581,99.94,2.28,1.25,Therapy,16405,No,83.94,7.15,12029,0.44,88.35
UK,2023,Leprosy,Bacterial,16.75,7.9,9.91,19-35,Other,580552,93.16,4.08,6.02,Vaccination,40116,Yes,65.73,9.37,91357,0.88,81.88
Canada,2018,Malaria,Neurological,13.77,12.26,0.58,61+,Female,548083,72.82,1.91,2.69,Vaccination,14909,No,87.09,2.42,69767,0.54,36.26
China,2018,Parkinson's Disease,Genetic,2.3,12.5,1.53,19-35,Other,662864,76.75,3.49,6.39,Vaccination,34795,Yes,91.69,0.43,5401,0.42,79.52
Canada,2008,Ebola,Autoimmune,12.92,1.5,4.03,36-60,Other,773668,83.2,2.08,1.26,Surgery,49461,No,84.65,0.41,4935,0.53,66.71
South Korea,2010,Tuberculosis,Metabolic,5.07,3.21,8.54,0-18,Female,761839,69.99,2.36,9.99,Vaccination,49956,Yes,51.84,3.85,49409,0.41,39.58
China,2013,Zika,Parasitic,9.16,2.37,9.68,0-18,Male,862737,74.62,4.79,2.17,Surgery,2068,No,56.27,8.45,67768,0.52,70.51
France,2010,Alzheimer's Disease,Parasitic,4.8,7.4,3.86,36-60,Female,72921,64.78,2.64,1.57,Vaccination,36146,Yes,80.59,7.68,92089,0.69,71.09
Australia,2010,Hepatitis,Metabolic,9.76,4.39,3.58,61+,Other,54144,77.0,2.37,5.97,Medication,5084,No,66.82,8.29,77442,0.7,50.44
Indonesia,2009,Cancer,Autoimmune,18.66,7.93,5.03,61+,Female,938820,86.21,1.72,0.82,Surgery,41980,Yes,82.43,2.9,90169,0.89,60.68
South Africa,2023,Hepatitis,Neurological,11.06,10.83,4.65,36-60,Male,910998,96.18,3.02,7.56,Medication,45929,No,79.12,10.0,53365,0.44,86.09
Nigeria,2019,COVID-19,Respiratory,2.88,8.03,6.44,0-18,Female,396680,93.65,4.12,4.19,Vaccination,21261,Yes,96.58,2.76,99525,0.77,37.61
Mexico,2019,Asthma,Genetic,17.33,1.26,9.4,0-18,Female,310932,60.88,2.64,1.56,Vaccination,13732,Yes,62.4,0.58,12432,0.69,81.42
USA,2010,Asthma,Parasitic,16.6,4.05,3.19,19-35,Female,171520,53.02,4.42,3.15,Surgery,5654,Yes,95.77,2.62,66038,0.71,73.47
USA,2013,Alzheimer's Disease,Neurological,11.51,9.32,6.51,36-60,Other,899052,63.29,4.45,3.59,Surgery,2368,No,90.16,6.41,95821,0.65,28.88
China,2010,Malaria,Respiratory,7.87,3.33,3.55,61+,Female,592512,84.19,0.64,2.63,Therapy,2773,No,74.0,4.23,37187,0.88,22.86
Japan,2006,Dengue,Metabolic,10.47,3.12,1.16,0-18,Other,546646,67.63,2.62,7.77,Vaccination,11347,Yes,71.21,3.98,49656,0.89,60.86
Australia,2009,Alzheimer's Disease,Infectious,7.72,0.5,3.58,0-18,Male,49212,76.74,2.53,7.26,Therapy,49382,No,60.24,7.6,43370,0.62,57.86
Japan,2009,Hypertension,Parasitic,17.08,10.77,3.98,0-18,Female,293429,95.46,0.71,3.67,Surgery,47087,No,68.11,2.64,68238,0.6,75.73
Mexico,2023,Dengue,Infectious,19.31,11.01,0.15,61+,Other,848159,53.4,1.12,5.85,Vaccination,47678,No,54.29,6.87,47556,0.88,84.82
France,2010,Zika,Chronic,16.87,12.65,9.19,61+,Female,713860,79.53,3.59,7.63,Therapy,36028,Yes,82.49,6.87,23534,0.77,50.27
Germany,2007,Diabetes,Metabolic,5.73,5.94,8.5,0-18,Other,158262,89.41,1.96,0.92,Therapy,29921,Yes,92.96,3.13,4436,0.57,75.56
Canada,2000,HIV/AIDS,Bacterial,16.57,4.94,7.4,0-18,Other,116855,69.46,0.81,2.66,Surgery,34822,Yes,60.85,6.33,71725,0.51,50.14
UK,2021,Alzheimer's Disease,Bacterial,12.06,10.38,9.67,61+,Male,392378,99.18,2.68,1.23,Therapy,8806,No,71.78,7.02,63882,0.8,79.42
USA,2001,Zika,Bacterial,6.99,14.81,2.88,36-60,Male,381470,55.81,0.91,8.49,Medication,40534,No,85.0,3.05,73046,0.53,39.71
Mexico,2000,HIV/AIDS,Parasitic,5.06,6.56,2.98,36-60,Female,906780,71.1,2.88,7.81,Medication,48188,Yes,66.09,1.77,84293,0.63,64.28
Germany,2022,Polio,Metabolic,16.66,5.42,7.45,36-60,Female,795095,74.68,4.61,1.18,Surgery,11880,Yes,84.57,9.87,53749,0.5,62.7
Japan,2015,Rabies,Neurological,12.54,11.29,7.56,36-60,Other,721818,85.29,3.37,9.22,Surgery,20641,Yes,68.13,8.11,21142,0.83,88.02
India,2010,Ebola,Respiratory,16.36,5.08,7.51,19-35,Female,457281,66.58,4.85,4.54,Therapy,7359,No,90.17,6.07,59564,0.69,86.51
Indonesia,2003,Malaria,Bacterial,16.29,9.12,0.23,36-60,Female,517165,65.44,2.42,7.24,Medication,2938,Yes,75.98,8.21,75851,0.55,45.03
Turkey,2019,Hepatitis,Metabolic,19.95,1.59,7.78,36-60,Female,744774,62.07,2.45,1.94,Therapy,33887,Yes,82.99,2.22,2316,0.46,55.71
UK,2020,Diabetes,Neurological,17.62,10.46,4.16,19-35,Other,759288,76.98,2.56,4.96,Vaccination,7204,Yes,78.03,3.98,8023,0.86,32.27
Argentina,2009,Hepatitis,Infectious,18.2,0.12,3.87,61+,Other,817917,96.17,0.62,1.19,Therapy,41143,Yes,83.27,0.46,82352,0.59,61.66
India,2003,Rabies,Genetic,5.28,3.66,3.56,0-18,Female,1795,99.95,1.84,8.74,Therapy,18949,Yes,65.14,1.53,26095,0.58,81.64
Italy,2005,Dengue,Bacterial,4.65,10.36,1.74,0-18,Female,371472,97.4,4.48,8.92,Therapy,29493,No,87.03,8.53,88642,0.42,60.08
UK,2016,Zika,Autoimmune,1.1,1.31,3.28,0-18,Other,56008,75.7,4.33,3.17,Surgery,45918,Yes,86.4,1.48,62088,0.87,43.02
South Africa,2018,Cancer,Autoimmune,15.48,3.28,3.59,0-18,Male,100654,53.86,2.35,7.97,Vaccination,40992,No,97.67,3.87,71203,0.89,36.89
Nigeria,2008,Tuberculosis,Chronic,0.69,11.84,8.28,19-35,Other,122191,79.97,4.04,6.52,Medication,29529,No,82.68,5.42,41376,0.78,64.73
India,2002,Influenza,Infectious,3.66,7.06,3.05,36-60,Male,814185,51.41,4.82,9.68,Vaccination,36828,Yes,75.55,8.78,38268,0.88,20.62
Italy,2018,Tuberculosis,Cardiovascular,18.18,5.78,8.48,36-60,Male,129213,73.45,2.23,9.74,Surgery,12218,No,56.51,9.95,67626,0.41,77.91
Argentina,2002,Leprosy,Respiratory,15.69,8.82,3.05,61+,Other,973320,58.33,3.64,2.69,Medication,8138,No,72.85,3.03,94496,0.74,25.75
South Korea,2010,Influenza,Bacterial,13.81,11.15,9.03,0-18,Other,315154,74.86,1.76,5.96,Surgery,40995,Yes,95.98,8.15,14506,0.89,54.09
USA,2010,Hepatitis,Neurological,1.17,13.81,2.18,61+,Female,238636,85.22,3.36,7.43,Surgery,5052,Yes,53.19,6.39,65052,0.84,63.32
Saudi Arabia,2008,COVID-19,Chronic,0.58,10.44,5.37,36-60,Male,278793,65.62,3.34,2.2,Vaccination,11036,Yes,66.42,6.36,15931,0.43,25.38
Japan,2003,Rabies,Bacterial,11.3,2.58,3.7,19-35,Other,630060,99.27,2.84,4.87,Therapy,41143,Yes,63.42,5.44,60710,0.42,48.68
Italy,2003,Parkinson's Disease,Parasitic,2.88,11.45,3.19,19-35,Other,288496,78.17,3.89,8.21,Surgery,26264,No,97.4,4.25,87589,0.81,59.71
Saudi Arabia,2018,Parkinson's Disease,Chronic,14.35,5.66,3.91,61+,Female,626099,56.73,0.51,0.99,Vaccination,10904,No,62.37,5.29,59153,0.59,77.1
Indonesia,2014,Asthma,Chronic,8.23,7.78,0.21,19-35,Other,909477,73.64,2.56,6.65,Therapy,30662,No,64.1,7.84,29557,0.58,53.33
UK,2006,Hypertension,Neurological,14.41,11.92,3.86,36-60,Male,795197,61.38,3.39,4.94,Therapy,33618,No,50.14,7.86,45665,0.51,58.4
France,2018,Cholera,Cardiovascular,4.99,13.61,5.62,36-60,Female,449388,89.47,1.9,3.7,Therapy,1615,Yes,73.36,3.91,20090,0.79,76.1
UK,2018,Cancer,Autoimmune,9.28,9.36,5.03,36-60,Female,315780,89.54,3.13,6.52,Surgery,15837,Yes,86.51,5.5,18754,0.59,38.38
Brazil,2002,Zika,Autoimmune,2.61,3.35,1.9,61+,Male,331184,73.13,3.48,7.68,Medication,19705,No,65.27,6.52,97270,0.52,65.24
Australia,2008,Asthma,Autoimmune,8.62,9.86,3.06,36-60,Male,179629,65.29,1.22,8.83,Therapy,110,Yes,56.59,7.52,52585,0.48,24.93
Italy,2022,Influenza,Neurological,5.9,1.91,5.55,19-35,Other,980806,92.2,4.91,2.23,Therapy,12080,Yes,65.86,5.05,69327,0.75,58.53
USA,2006,Leprosy,Bacterial,1.37,3.87,9.67,19-35,Male,773797,59.47,1.83,5.49,Surgery,17313,Yes,71.66,6.76,24748,0.77,71.02
Russia,2002,Hypertension,Parasitic,18.36,12.19,2.02,0-18,Male,769246,72.53,2.3,6.35,Surgery,47141,No,81.71,6.79,19372,0.57,51.8
Canada,2005,Alzheimer's Disease,Genetic,18.86,12.62,3.21,19-35,Male,810204,69.17,4.57,4.86,Therapy,34032,No,54.99,4.64,87286,0.82,70.6
France,2015,Zika,Respiratory,12.41,0.51,7.6,19-35,Female,337875,56.12,2.57,1.56,Medication,33524,Yes,62.31,3.72,31623,0.72,20.67
Germany,2020,Zika,Chronic,9.79,4.62,4.7,61+,Other,71031,89.54,1.47,5.05,Vaccination,42973,Yes,52.03,5.37,95578,0.84,75.36
Nigeria,2010,Diabetes,Chronic,1.69,13.17,6.83,19-35,Female,845059,93.5,3.16,0.87,Surgery,46018,No,67.63,4.34,84717,0.86,72.53
Argentina,2010,Asthma,Parasitic,0.16,12.16,0.54,61+,Male,414584,83.69,4.78,6.81,Vaccination,36889,Yes,90.14,6.14,55951,0.85,34.68
Russia,2014,HIV/AIDS,Metabolic,4.34,13.25,7.37,19-35,Other,928970,94.37,4.42,6.57,Therapy,48814,Yes,89.29,9.19,60863,0.44,25.65
Argentina,2005,Cholera,Metabolic,16.72,14.9,8.99,0-18,Other,10606,95.1,3.95,5.91,Surgery,35729,Yes,81.85,7.78,72860,0.43,46.05
Australia,2000,Parkinson's Disease,Bacterial,6.41,0.82,0.44,36-60,Other,757357,88.02,0.88,7.38,Surgery,33664,Yes,80.24,1.62,36824,0.7,83.78
UK,2001,Diabetes,Metabolic,14.56,8.88,3.08,0-18,Other,162407,96.67,4.02,9.95,Therapy,40675,No,64.51,5.68,97554,0.88,49.26
India,2024,Zika,Chronic,15.92,12.1,1.15,36-60,Female,647700,86.73,1.79,2.84,Medication,47142,No,51.62,9.99,21649,0.77,60.9
USA,2024,COVID-19,Genetic,16.61,10.25,3.79,19-35,Male,749940,76.67,4.16,5.01,Therapy,12112,Yes,98.23,8.94,81670,0.72,67.75
Russia,2018,Zika,Genetic,5.53,13.84,1.37,0-18,Other,908315,69.45,4.6,8.53,Vaccination,40881,No,63.59,7.34,47957,0.8,84.08
France,2009,Rabies,Viral,3.36,6.25,3.25,61+,Female,908206,97.65,2.02,5.17,Vaccination,35455,No,63.82,1.05,29124,0.55,52.7
Australia,2016,Dengue,Neurological,19.64,11.18,1.13,0-18,Female,799137,96.21,3.21,9.86,Surgery,32318,No,88.73,9.19,97194,0.45,68.31
Argentina,2009,Asthma,Autoimmune,2.25,5.35,5.44,61+,Male,794895,87.93,3.73,5.35,Medication,15081,No,85.81,4.83,3974,0.83,22.04
Japan,2019,Zika,Bacterial,15.41,0.64,7.77,19-35,Other,422947,67.68,3.93,0.77,Surgery,25395,No,73.87,7.87,88119,0.67,20.05
Indonesia,2016,Cancer,Respiratory,3.35,1.53,9.83,61+,Other,972069,65.6,2.51,8.57,Vaccination,13580,Yes,77.53,6.74,4383,0.74,49.8
India,2010,Cancer,Chronic,3.3,1.19,3.05,36-60,Female,366248,92.16,0.69,6.79,Surgery,25335,No,64.45,4.93,94817,0.73,49.71
Nigeria,2009,Polio,Cardiovascular,3.82,11.08,3.26,61+,Male,91227,67.3,4.79,8.33,Surgery,12994,Yes,62.17,4.33,58970,0.68,45.05
Argentina,2019,Leprosy,Parasitic,16.71,14.91,5.11,61+,Other,744740,74.48,2.46,6.6,Medication,38900,No,96.41,1.54,58500,0.47,27.8
Japan,2022,Diabetes,Neurological,18.53,2.3,9.72,61+,Male,216599,71.27,3.88,0.82,Surgery,24489,No,88.29,5.09,41976,0.66,36.37
Brazil,2004,Cancer,Respiratory,5.36,5.44,2.37,61+,Other,604209,88.31,1.41,4.07,Vaccination,39960,Yes,89.4,0.38,49166,0.7,77.31
Canada,2001,Hypertension,Chronic,6.85,0.3,4.07,0-18,Other,475074,98.16,3.09,2.68,Medication,9181,Yes,91.59,7.26,41184,0.82,44.01
Germany,2003,Tuberculosis,Parasitic,0.55,2.02,4.28,61+,Other,890412,98.49,2.61,0.54,Vaccination,10965,Yes,81.99,2.8,14064,0.9,23.67
Germany,2010,Influenza,Viral,16.31,11.24,5.8,36-60,Male,247904,92.66,4.4,4.5,Surgery,19526,No,81.65,7.39,28465,0.43,36.2
Canada,2018,HIV/AIDS,Cardiovascular,1.44,8.24,4.83,61+,Female,945990,56.52,3.97,4.61,Medication,23812,Yes,58.14,7.0,49109,0.86,31.49
Brazil,2015,Parkinson's Disease,Cardiovascular,15.44,5.26,7.15,36-60,Male,168556,56.61,3.8,3.58,Medication,13909,Yes,85.51,5.42,80946,0.68,39.08
Mexico,2001,Asthma,Metabolic,10.93,11.59,3.61,19-35,Female,418655,81.37,4.64,3.12,Medication,7101,Yes,82.08,9.15,22722,0.57,64.98
Nigeria,2000,Alzheimer's Disease,Genetic,10.64,12.24,4.96,36-60,Female,810102,99.06,4.92,6.39,Therapy,7334,Yes,80.63,8.35,12621,0.61,83.27
UK,2013,Influenza,Cardiovascular,12.78,2.11,7.38,36-60,Other,611029,57.03,4.36,3.45,Medication,9570,Yes,67.09,4.92,55682,0.5,31.93
China,2021,Measles,Bacterial,13.24,6.53,3.23,0-18,Female,168841,96.26,4.98,9.7,Therapy,6011,Yes,76.21,2.56,52000,0.69,52.24
Indonesia,2023,Zika,Respiratory,6.03,14.78,1.21,19-35,Female,229215,64.22,3.3,5.93,Surgery,45324,No,82.77,5.66,53526,0.42,69.43
Indonesia,2001,Measles,Bacterial,2.0,6.76,2.5,36-60,Male,798155,86.36,1.99,3.77,Vaccination,28295,No,87.25,4.03,32741,0.54,55.25
Italy,2002,Asthma,Infectious,13.85,7.39,0.85,19-35,Male,371724,94.08,3.81,3.35,Medication,49355,No,93.54,8.69,1609,0.67,69.86
South Africa,2011,Parkinson's Disease,Parasitic,3.18,14.47,8.98,36-60,Male,357053,66.7,4.89,1.36,Medication,38137,Yes,64.62,5.02,31169,0.49,80.62
Argentina,2004,Asthma,Viral,10.16,1.14,2.46,19-35,Female,312147,52.59,4.48,9.87,Surgery,24294,Yes,56.77,0.8,14824,0.58,53.73
Brazil,2018,Cancer,Parasitic,16.89,1.75,3.35,36-60,Male,313974,79.35,1.08,3.79,Vaccination,8175,Yes,96.24,3.25,22396,0.63,84.3
Germany,2004,Zika,Viral,14.59,4.58,5.8,19-35,Other,368692,52.32,1.66,8.08,Vaccination,40798,Yes,58.22,8.72,35487,0.68,60.87
Australia,2021,Measles,Parasitic,8.24,1.61,7.46,61+,Male,82843,90.34,4.44,2.95,Surgery,42038,No,53.41,1.37,37289,0.51,76.46
Australia,2012,Cancer,Cardiovascular,10.96,4.8,7.49,19-35,Female,79914,51.56,3.86,9.05,Medication,8009,Yes,70.72,4.33,96567,0.45,74.51
Germany,2023,COVID-19,Bacterial,1.2,4.75,1.76,19-35,Female,850672,83.34,0.77,1.84,Surgery,35830,Yes,62.33,6.44,51551,0.54,49.18
Argentina,2009,Measles,Autoimmune,16.24,13.32,5.35,19-35,Male,401649,59.1,0.86,3.64,Surgery,12326,Yes,96.75,8.05,88147,0.89,84.84
Mexico,2008,HIV/AIDS,Chronic,12.92,6.94,5.81,0-18,Other,477237,69.79,1.4,7.22,Medication,42313,No,62.65,4.03,65160,0.66,79.23
Canada,2013,Polio,Cardiovascular,12.9,3.27,8.75,61+,Male,129271,53.41,2.46,9.72,Medication,18128,Yes,95.8,7.58,92585,0.52,31.24
Indonesia,2014,Polio,Parasitic,0.89,13.67,4.06,61+,Other,147262,64.55,1.12,1.0,Surgery,34632,No,63.51,1.88,56754,0.84,65.23
Nigeria,2009,Dengue,Infectious,0.2,5.8,1.71,36-60,Male,584781,80.96,2.47,4.42,Surgery,47157,Yes,84.89,5.49,95753,0.74,87.03
Japan,2007,Malaria,Genetic,18.92,9.65,0.83,19-35,Female,433129,84.43,0.61,6.42,Vaccination,49496,Yes,86.45,2.49,83095,0.51,68.74
Brazil,2002,COVID-19,Autoimmune,1.0,2.25,5.02,19-35,Female,56373,65.69,2.29,3.01,Vaccination,663,No,51.28,7.16,78042,0.77,38.95
South Korea,2000,Ebola,Chronic,12.04,6.05,5.24,19-35,Female,253720,76.94,4.11,3.29,Vaccination,10193,No,57.77,4.19,46972,0.72,23.61
USA,2002,Alzheimer's Disease,Metabolic,5.41,2.43,6.7,0-18,Female,355564,89.46,4.26,6.22,Vaccination,48633,No,53.84,9.97,58671,0.82,27.54
Australia,2019,Polio,Infectious,0.67,11.89,1.89,19-35,Female,989571,76.18,3.29,6.8,Surgery,48678,Yes,79.59,8.24,13539,0.44,61.49
Russia,2002,Parkinson's Disease,Genetic,17.5,9.16,4.23,19-35,Other,510289,66.08,3.17,9.47,Therapy,26326,No,94.18,9.13,94748,0.42,24.87
Canada,2019,Tuberculosis,Neurological,14.64,14.91,9.81,61+,Other,978782,56.71,2.4,8.67,Therapy,13709,No,85.96,9.67,27869,0.53,36.78
South Korea,2004,Alzheimer's Disease,Respiratory,14.69,11.48,3.74,0-18,Male,124551,65.29,3.04,7.85,Vaccination,2777,Yes,96.21,7.02,61946,0.74,27.96
China,2018,Leprosy,Neurological,12.9,14.6,4.14,0-18,Female,364076,85.22,3.27,6.57,Vaccination,40121,No,76.48,1.93,19939,0.85,58.62
Canada,2000,Zika,Genetic,12.08,0.74,8.6,61+,Male,276055,55.27,1.38,4.45,Surgery,40524,Yes,72.25,4.69,18418,0.54,31.95
